Frequency,M,Station,On,Off,Language,Site,TX_Country,Days,Target,Notes,Pwr,Azi,Org_Country,Source,Date
585000,AM,NHK 1 Maizuru,0,2400,Japanese,Maizuru,Japan,smtwtfs,,,0.1,,,Aoki,
585000,AM,R.Nacional,0,2400,Spanish,Madrid,Spain,smtwtfs,,RNE1,600,,,Aoki,
585000,AM,Vatican Radio,630,700,Latin,SM Galeria,Vatican City,smtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,700,710,Latin,SM Galeria,Vatican City,s......,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,700,715,Italian,SM Galeria,Vatican City,.mtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,715,730,French,SM Galeria,Vatican City,.mtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,730,745,English,SM Galeria,Vatican City,.mtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,830,915,Italian,SM Galeria,Vatican City,s......,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,850,1010,Papal Audience,SM Galeria,Vatican City,...w...,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1050,1130,Angelus,SM Galeria,Vatican City,s......,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1300,1320,Italian,SM Galeria,Vatican City,smtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1700,1715,French,SM Galeria,Vatican City,smtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1715,1730,English,SM Galeria,Vatican City,smtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1940,2000,Rosary,SM Galeria,Vatican City,smtwtfs,SEu,,,,Vatican,EiBi,
585000,AM,Vatican Radio,1940,2010,Rosary,SM Galeria,Vatican City,1st Sa,SEu,,,,Vatican,EiBi,
594000,AM,NHK 1 Tokyo,0,2400,Japanese,Tokyo,Japan,smtwtfs,,JOAK,300,,,Aoki,
594000,AM,AIR GOS,130,230,Nepali,Kolkata (Calcutta),India,smtwtfs,NPL,ko,,,India,EiBi,
594000,AM,All India Radio,130,230,Nepali,Chennai,India,smtwtfs,Nepal,0,100,0,India,VU2JOS,
594000,AM,AIR,230,245,Hindi,Kolkata (Calcutta),India,smtwtfs,SAs,ko,,,India,EiBi,
594000,AM,Myanma R.,230,330,Burmese,Naypyidaw,Burma,s.....s,SEA,n,,,Burma,EiBi,
594000,AM,AIR,245,300,English,Kolkata (Calcutta),India,smtwtfs,SAs,ko,,,India,EiBi,
594000,AM,All India Radio,300,430,Bangla,Kolkata,India,smtwtfs,Bangladesh,0,1000,0,India,VU2JOS,
594000,AM,AIR GOS,700,800,Nepali,Kolkata (Calcutta),India,smtwtfs,NPL,ko,,,India,EiBi,
594000,AM,All India Radio,700,800,Nepali,Chennai,India,smtwtfs,Nepal,0,100,0,India,VU2JOS,
594000,AM,NHK R. Japan,710,725,English,Naypyidaw,Burma,s.....s,SEA,/MYA-n,,,Japan,EiBi,
594000,0,R.Japan,710,725,English,Naypyidaw,Burma,s.....s,SEA,0,0,0,Japan,NHK,
594000,AM,Myanma R.,930,1530,Burmese,Naypyidaw,Burma,smtwtfs,SEA,n,,,Burma,EiBi,
594000,AM,NHK R. Japan,1445,1500,Burmese,Naypyidaw,Burma,.mtwtf.,SEA,/MYA-n,,,Japan,EiBi,
594000,0,R.Japan,1445,1505,Burmese,Naypyidaw,Burma,....tf.,SEA,0,0,0,Japan,NHK,
594000,AM,Myanma R.,1530,1630,English,Naypyidaw,Burma,smtwtfs,SEA,n,,,Burma,EiBi,
594000,AM,NHK R. Japan,1540,1600,English,Naypyidaw,Burma,....tf.,SEA,/MYA-n,,,Japan,EiBi,
594000,0,R.Japan,1540,1600,English,Naypyidaw,Burma,....tf.,SEA,0,0,0,Japan,NHK,
594000,AM,Myanma R.,2300,230,Burmese,Naypyidaw,Burma,smtwtfs,SEA,n,,,Burma,EiBi,
603000,AM,NHK 1 Obihiro,0,2400,Japanese,Obihiro,Japan,smtwtfs,,JOOG,5,,,Aoki,
603000,AM,NHK 1 Okayama,0,2400,Japanese,Okayama,Japan,smtwtfs,,JOKK,5,,,Aoki,
603000,AM,Radio Romania Actualitati,0,2400,Romanian,Oradea,Romania,smtwtfs,,RRA,50,,,Aoki,
603000,AM,China Radio Intl,400,600,Vietnamese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
603000,AM,China Radio Intl,400,600,Vietnamese,Dongfang Hainan,China,smtwtfs,,CRI,600,,,Aoki,
603000,AM,Radio Bukarest,820,830,German,ROU,Romania,s......,ROU,,,,Romania,EiBi,
603000,AM,China Radio Intl,1100,1200,Cantonese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
603000,AM,China Radio Intl,1100,1200,Cantonese,Dongfang Hainan,China,smtwtfs,,CRI,600,,,Aoki,
603000,AM,Radio Bukarest,1200,1300,German,ROU,Romania,.mtwtfs,ROU,,,,Romania,EiBi,
603000,AM,China Radio Intl,1500,1600,Vietnamese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
603000,AM,China Radio Intl,2300,100,Vietnamese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
603000,AM,China Radio Intl,2300,100,Vietnamese,Dongfang Hainan,China,smtwtfs,,CRI,600,,,Aoki,
610000,AM,HCJB V.of Andes,2300,2330,German,Filadelfia,Paraguay,.m....s,SAm,/PRG-f,,,Ecuador,EiBi,
612000,AM,Kyrgyz Radiosu,0,1200,Kyrgyz,Bishkek (Krasnaya Rechka),Kyrgyzstan,smtwtfs,CAs,b,,,Kyrgyzstan,EiBi,
612000,AM,NHK 1 Fukuoka,0,2400,Japanese,Fukuoka,Japan,smtwtfs,,JOLK,100,,,Aoki,
612000,AM,VOIRI,123,320,Arabic,Qasr Shirin,Iran,smtwtfs,ME ,q,,,Iran,EiBi,
612000,AM,RFE/RL,300,500,Belarusian,Vilnius-Virsuliskes,Lithuania,smtwtfs,,RFE/IBB,100,ND,,Aoki,
612000,AM,VOIRI,323,520,Kurdish,Qasr Shirin,Iran,smtwtfs,ME ,q,,,Iran,EiBi,
612000,AM,VOIRI,523,1620,Arabic,Qasr Shirin,Iran,smtwtfs,ME ,q,,,Iran,EiBi,
612000,AM,Kyrgyz Radiosu,1200,1800,Kyrgyz,Bishkek (Krasnaya Rechka),Kyrgyzstan,s......,CAs,b,,,Kyrgyzstan,EiBi,
612000,AM,R.Taiwan Int.,1200,1700,Mandarin,Lukang,Taiwan,smtwtfs,SEA,L,,,Taiwan,EiBi,
612000,AM,R.Taiwan Intl,1200,1705,Chinese,Lukang,Taiwan,smtwtfs,,CBSC,500,,,Aoki,
612000,AM,RFE/RL,1400,1700,Belarusian,Vilnius-Virsuliskes,Lithuania,smtwtfs,,RFE/IBB,100,ND,,Aoki,
612000,USB,Birinchi Radio,1410,1430,Russian,Bishkek (Krasnaya Rechka),Kyrgyzstan,s......,CAs,b,,,Kyrgyzstan,EiBi,
612000,AM,R.Polonia ,2100,2130,Belarusian,Vilnius-Virsuliskes,Lithuania,smtwtfs,,PRW,100,ND,,Aoki,
621000,AM,NHK 1 Asahikawa,0,2400,Japanese,Asahikawa,Japan,smtwtfs,,JOCG,3,,,Aoki,
621000,AM,NHK 1 Iida,0,2400,Japanese,Nagano-Iida,Japan,smtwtfs,,,1,,,Aoki,
621000,AM,NHK 1 Nobeoka,0,2400,Japanese,Miyazaki-Nobeoka,Japan,smtwtfs,,,1,,,Aoki,
621000,AM,PBS Pyongyang Pansong,30,730,Korean,Chongjin/Haeju,"Korea, DPR",smtwtfs,FE ,c,,,N.Korea,EiBi,
621000,AM,VOA Deewa R.,100,200,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,VOA Deewa R.,100,400,Pashto,Khost,Afghanistan,smtwtfs,,VOA/IBB Deewa R b15,200,ND,,Aoki,
621000,AM,VOA Deewa R.,200,400,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,RTBF Intl,300,2210,French,Waver-Overijse,Belgium,smtwtfs,,RTBF,300,,,Aoki,
621000,AM,Pyongyang BS,330,730,Korean,Chongjin-Nanam,"Korea, DPR",smtwtfs,,PBS,500,,,Aoki,
621000,AM,R.Mashaal,400,1300,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,R.Mashaal,400,1300,Pashto,Khost,Afghanistan,smtwtfs,,RFE/IBB,200,ND,,Aoki,
621000,AM,R.PMR Pridnestrovye,400,430,Ukrainian,Maiac near Grigoriopol,Pridnestrovie,.mtwtf.,EEu,,,,Moldova,EiBi,
621000,AM,R.PMR Pridnestrovye,430,500,Romanian,Maiac near Grigoriopol,Pridnestrovie,.mtwtf.,EEu,,,,Moldova,EiBi,
621000,AM,R.PMR Pridnestrovye,500,530,Russian,Maiac near Grigoriopol,Pridnestrovie,.mtwtf.,EEu,,,,Moldova,EiBi,
621000,AM,V.Korea,730,1320,Japanese,Chongjin-Nanam,"Korea, DPR",smtwtfs,,VOK b15,500,,,Aoki,
621000,AM,V.Korea,730,1330,Japanese,Chongjin/Haeju,"Korea, DPR",smtwtfs,J  ,c,,,N.Korea,EiBi,
621000,AM,VOA Deewa R.,1300,1400,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,VOA Deewa R.,1300,1900,Pashto,Khost,Afghanistan,smtwtfs,,VOA/IBB Deewa R b15,200,ND,,Aoki,
621000,AM,PBS Pyongyang Pansong,1330,2100,Korean,Chongjin/Haeju,"Korea, DPR",smtwtfs,FE ,c,,,N.Korea,EiBi,
621000,AM,Pyongyang BS,1330,2030,Korean,Chongjin-Nanam,"Korea, DPR",smtwtfs,,PBS,500,,,Aoki,
621000,AM,VOA Deewa R.,1400,1500,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,VOA Deewa R.,1500,1600,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,VOA Deewa R.,1600,1900,Pashto,Khost,Afghanistan,smtwtfs,PAK,/AFG-x,,,USA,EiBi,
621000,AM,V.Korea (KCBS),2030,2130,Korean,Chongjin-Nanam,"Korea, DPR",smtwtfs,,VOK b15,500,ND,,Aoki,
621000,AM,V.Korea,2130,20,Japanese,Chongjin-Nanam,"Korea, DPR",smtwtfs,,VOK b15,500,ND,,Aoki,
621000,AM,V.Korea,2130,30,Japanese,Chongjin/Haeju,"Korea, DPR",smtwtfs,J  ,c,,,N.Korea,EiBi,
630000,AM,RTV.Tunisia,0,2400,Arabic,Tunis-Djedeida,Tunisia,smtwtfs,,RTT,600,,,Aoki,
630000,AM,R.Timisoara,400,2000,Romanian,Ortisoara,Romania,smtwtfs,,,400,,,Aoki,
630000,AM,R.Temeswar,1100,1200,German,ROU,Romania,smtwtfs,ROU,,,,Romania,EiBi,
630000,AM,Radio Timisoara,1600,1700,Ukrainian,ROU,Romania,s......,ROU,,,,Romania,EiBi,
630000,AM,R.Temeswar,1700,1800,German,ROU,Romania,smtwtfs,ROU,,,,Romania,EiBi,
630000,AM,V.Turkey,1700,1900,Arabic,Mersin,Turkey,smtwtfs,ME ,m,,,Turkey,EiBi,
630000,AM,Radio Romania Actualitati,2000,355,Romanian,Ortisoara,Romania,smtwtfs,,RRA,400,,,Aoki,
639000,AM,Chubu Nippon Hoso (CBC),0,2400,Japanese,Gifu-Kawashima,Japan,smtwtfs,,,0.5,,,Aoki,
639000,AM,NHK 1 Oita,0,2400,Japanese,Oita,Japan,smtwtfs,,JOIP,5,,,Aoki,
639000,AM,R.Nacional,0,2400,Spanish,Mesondo Bento,Spain,smtwtfs,,RNE1,300,,,Aoki,
639000,AM,STV Radio,0,2400,Japanese,Hakodate,Japan,smtwtfs,,JOWN,5,,,Aoki,
639000,AM,Myanmar Kachin R.,130,200,English,Naypyidaw,Burma,smtwtfs,,MRMS,50,356,,Aoki,
639000,AM,Thazin Radio,130,200,English,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
639000,AM,BBC,300,700,Arabic,Limassol,Cyprus,smtwtfs,ME/Cyprus,0,500,180,UK,BAB,
639000,AM,Cesky rozhlas 2/6,300,2300,Czech,Liblice,Czech Rep.,smtwtfs,,CR2/6,1500,,,Aoki,
639000,AM,VOIRI,323,420,Kurdish,Bonab,Iran,smtwtfs,ME ,bb,,,Iran,EiBi,
639000,AM,BBC,330,2100,Arabic,Limassol,Cyprus,smtwtfs,,BBC,500,180,,Aoki,
639000,AM,Myanmar Kachin R.,430,630,English,Naypyidaw,Burma,smtwtfs,,MRMS,50,356,,Aoki,
639000,AM,Thazin Radio,430,630,Burmese,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
639000,AM,Thazin Radio,630,700,English,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
639000,AM,Thazin Radio,930,1430,Burmese,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
639000,AM,Myanmar Kachin R.,1030,1430,Burmese/dialect,Naypyidaw,Burma,smtwtfs,,MRMS,50,356,,Aoki,
639000,AM,VOIRI,1323,1620,Kurdish,Bonab,Iran,smtwtfs,ME ,bb,,,Iran,EiBi,
639000,AM,Thazin Radio,1430,1500,English,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
639000,AM,BBC,1800,2100,Arabic,Limassol,Cyprus,smtwtfs,ME/Cyprus,0,500,180,UK,BAB,
639000,AM,R.Prague,1805,1810,English,Ostrava-Svinov,Czech Rep.,.mtwtf.,CEu,os,,,Czech Rep.,EiBi,
639000,AM,R.Prague,1805,1810,English,Praha-Liblice,Czech Rep.,.mtwtf.,CEu,pl,,,Czech Rep.,EiBi,
639000,AM,VOIRI,1823,1920,Turkish,Bonab,Iran,smtwtfs,ME ,bb,,,Iran,EiBi,
639000,AM,R.Prague,1905,1910,English,Ostrava-Svinov,Czech Rep.,.mtwtf.,CEu,os,,,Czech Rep.,EiBi,
639000,AM,R.Prague,1905,1910,English,Praha-Liblice,Czech Rep.,.mtwtf.,CEu,pl,,,Czech Rep.,EiBi,
639000,AM,KBS 3 Radio HLKC,2055,1805,Korean,Gaebong,"Korea, Rep.",smtwtfs,,KBS //1134,50,ND,,Aoki,
639000,AM,NHK 2 Shizuoka,2100,1540,Japanese,Shizuoka,Japan,smtwtfs,,JOPB,10,,,Aoki,
639000,AM,Myanmar Kachin R.,2330,130,Burmese,Naypyidaw,Burma,smtwtfs,,MRMS,50,356,,Aoki,
639000,AM,Thazin Radio,2330,130,Burmese,Phin Oo Lwin,Burma,smtwtfs,SEA,p,,,Burma,EiBi,
640000,HDR,KFI,0,2400,English (HD Radio),"Los Angeles, California",USA,smtwtfs,,More Stimulating Talk Radio,50,,,Aoki,
648000,AM,AFN Okinawa,0,2400,English,Okinawa,Japan,smtwtfs,,,10,,,Aoki,
648000,AM,NHK 1 Toyama,0,2400,Japanese,Toyama,Japan,smtwtfs,,JOIG,5,,,Aoki,
648000,AM,Radio Slovenija 1,0,2400,Slovenian,?,Slovenia,smtwtfs,,,.,,,Aoki,
657000,AM,RAI Radio Uno,0,2400,Italian,Pisa Coltano,Italy,Daily,0,0,100,0,Italy,IK1QLD,
657000,AM,RAI Radio Uno(1),0,2400,Italian,Napoli,Italy,smtwtfs,,RAI,120,,,Aoki,
657000,AM,FEBA India,835,850,Bangla,Kolkata-Chandi,India,...w..s,SAs,kc,,,India,EiBi,
666000,AM,ERA 5 Filia,0,2400,Greek,Athinai,Greece,smtwtfs,,ERA,100,,,Aoki,
666000,AM,NHK 1 Osaka,0,2400,Japanese,Osaka,Japan,smtwtfs,,JOBK,100,,,Aoki,
675000,AM,NHK 1 Hakodate,0,2400,Japanese,Hakodate,Japan,smtwtfs,,JOVK,5,,,Aoki,
675000,AM,NHK 1 Yamaguchi,0,2400,Japanese,Yamaguchi,Japan,smtwtfs,,JOUG,5,,,Aoki,
675000,AM,R.Maria,0,2400,Dutch,Lopik,Netherlands,smtwtfs,,RMariya,120,,,Aoki,
675000,AM,Sawt ul Libya al Hurra,530,2350,Arabic,Benghazi,Libya,smtwtfs,,Voice of Free Libya,100,,,Aoki,
684000,AM,China Radio Intl,0,100,Khmer,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
684000,AM,IBC Iwate Hoso,0,2400,Japanese,Iwaizumi,Japan,smtwtfs,,,0.1,,,Aoki,
684000,AM,IBC Iwate Hoso,0,2400,Japanese,Kuji,Japan,smtwtfs,,,0.1,,,Aoki,
684000,AM,IBC Iwate Hoso,0,2400,Japanese,Morioka,Japan,smtwtfs,,JODF,5,,,Aoki,
684000,AM,IBC Iwate Hoso,0,2400,Japanese,Ofunato,Japan,smtwtfs,,,1,,,Aoki,
684000,AM,NHK 1 Nagasaki,0,2400,Japanese,Nagasaki,Japan,smtwtfs,,JOAG,5,,,Aoki,
684000,AM,R.Nacional,0,2400,Spanish,Dos Hermanas,Spain,smtwtfs,,RNE1,600,,,Aoki,
684000,AM,China Radio Intl,400,600,Vietnamese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
684000,AM,Echo of Unification,400,600,Korean,KRE,"Korea, DPR",smtwtfs,KOR,,,,N.Korea,EiBi,
684000,AM,Echo of Unification,430,632,Korean,Sepo,"Korea, DPR",smtwtfs,,"EOU //1080,6250",250,,,Aoki,
684000,AM,China Radio Intl,1030,1130,Khmer,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
684000,AM,China Radio Intl,1030,1130,Cambodian,Dongfang Hainan,China,smtwtfs,,CRI,300,,,Aoki,
684000,AM,China Radio Intl,1200,1300,English,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
684000,AM,China Radio Intl,1200,1300,English,Dongfang Hainan,China,smtwtfs,,CRI,300,,,Aoki,
684000,AM,Echo of Unification,1200,1400,Korean,KRE,"Korea, DPR",smtwtfs,KOR,,,,N.Korea,EiBi,
684000,AM,Echo of Unification,1230,1432,Korean,Sepo,"Korea, DPR",smtwtfs,,"EOU //1080,6250",250,,,Aoki,
684000,AM,China Radio Intl,1400,1600,Vietnamese,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
684000,AM,China Radio Intl,1400,1600,Vietnamese,Dongfang Hainan,China,smtwtfs,,CRI,300,,,Aoki,
684000,AM,Echo of Unification,2200,2300,Korean,KRE,"Korea, DPR",smtwtfs,KOR,,,,N.Korea,EiBi,
684000,AM,Echo of Unification,2230,32,Korean,Sepo,"Korea, DPR",smtwtfs,,"EOU //1080,6250",250,,,Aoki,
684000,AM,China Radio Intl,2300,2400,Khmer,Dongfang (Hainan),China,smtwtfs,SEA,d,,,China,EiBi,
693000,AM,BBC Radio 5 Live,0,2400,English,Moorside Edge,UK,smtwtfs,,BBCR5,200,,,Aoki,
693000,AM,BBC Radio 5 Live,0,2400,English,Droitwich,UK,smtwtfs,,BBCR5,150,,,Aoki,
693000,AM,R.Bangladesh Betar,730,1630,Bangla,Dhamrai,Bangladesh,smtwtfs,,BANGL,1000,ND,,Aoki,
693000,AM,R.Algiers Int.,1930,2000,Spanish,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Algiers Int.,2000,2030,Arabic,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Algiers Int.,2030,2100,French,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,NHK 2 Tokyo,2100,1540,Japanese,Tokyo,Japan,smtwtfs,,JOAB,500,,,Aoki,
693000,AM,R.Algiers Int.,2100,2130,Arabic,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Algiers Int.,2130,2200,English,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Algiers Int.,2200,2230,Spanish,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Algiers Int.,2230,2300,Arabic,Reggane,Algeria,smtwtfs,NAf,r,,,Algeria,EiBi,
693000,AM,R.Bangladesh Betar,2300,510,Bangla,Dhamrai,Bangladesh,smtwtfs,,BANGL,1000,ND,,Aoki,
702000,AM,NDR Info,0,2400,German,Flensburg,Germany,smtwtfs,,NDR,7.5,ND,,Aoki,
702000,AM,AIR,15,430,Urdu,Jalandhar,India,smtwtfs,,AIR,200,,,Aoki,
702000,AM,AIR GOS,15,430,Urdu,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,15,430,Urdu,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,VOIRI,323,520,Azeri,Kiashar,Iran,smtwtfs,Cau,ki,,,Iran,EiBi,
702000,AM,AIR,800,1930,Punjabi/Urdu,Jalandhar,India,smtwtfs,,AIR,200,,,Aoki,
702000,AM,AIR GOS,800,830,Punjabi,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,800,830,Punjabi,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,China Radio Intl,800,1300,French,Col de la Madone,Monaco,smtwtfs,,CRI,40,,,Aoki,
702000,AM,AIR GOS,830,1130,Urdu,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,830,1130,Urdu,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,VOIRI,1023,1120,English,Kiashar,Iran,smtwtfs,Cau,ki,,,Iran,EiBi,
702000,AM,AIR GOS,1130,1230,Punjabi,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,1130,1230,Punjabi,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,AIR GOS,1230,1300,Siraiki,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,1230,1300,Saraiki,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,AIR GOS,1300,1430,Punjabi,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,1300,1430,Punjabi,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,China Radio Intl,1300,1500,Chinese,Col de la Madone,Monaco,smtwtfs,,CRI,40,,,Aoki,
702000,AM,VOIRI,1423,1650,Azeri,Kiashar,Iran,smtwtfs,Cau,ki,,,Iran,EiBi,
702000,AM,AIR GOS,1430,1930,Urdu,Jalandhar,India,smtwtfs,PAK,j,,,India,EiBi,
702000,AM,All India Radio,1430,1930,Urdu,Jalandhar,India,smtwtfs,Pakistan,0,200,0,India,VU2JOS,
702000,AM,BBC,1500,1600,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,BBC,1500,2100,Arabic,Al Seela,Oman,smtwtfs,ME,0,800,315,UK,BAB,
702000,AM,BBC,1500,2100,Arabic,Al Seela,Oman,smtwtfs,,BBC,800,315,,Aoki,
702000,AM,China Radio Intl,1500,1800,Italian,Col de la Madone,Monaco,smtwtfs,,CRI,40,,,Aoki,
702000,AM,BBC,1600,1700,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,VOIRI,1653,1750,Georgian,Kiashar,Iran,smtwtfs,Cau,ki,,,Iran,EiBi,
702000,AM,BBC,1700,1800,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,BBC,1800,1900,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,China Radio Intl,1800,2300,French,Col de la Madone,Monaco,smtwtfs,,CRI,40,,,Aoki,
702000,AM,VOIRI,1823,1920,Turkish,Kiashar,Iran,smtwtfs,ME ,ki,,,Iran,EiBi,
702000,AM,BBC,1900,2000,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,VOIRI,1923,2020,Russian,Kiashar,Iran,smtwtfs,Cau,ki,,,Iran,EiBi,
702000,AM,BBC,2000,2100,English,Al Seela,Oman,smtwtfs,ME ,/OMA-a,,,UK,EiBi,
702000,AM,NHK 2 Hiroshima,2100,1540,Japanese,Hiroshima,Japan,smtwtfs,,JOFB,10,,,Aoki,
702000,AM,NHK 2 Kitami,2100,1540,Japanese,Kitami,Japan,smtwtfs,,JOKD,10,,,Aoki,
711000,AM,France Info,0,2400,French,Rennes-Thourie,France,smtwtfs,,RFO,300,ND,,Aoki,
711000,AM,Radio Romania Actualitati,0,2400,Romanian,Sighet Maramuresh,Romania,smtwtfs,,RRA,50,,,Aoki,
711000,AM,FEBA India,730,800,Bangla,Siliguri,India,.m...f.,SAs,si,,,India,EiBi,
720000,AM,Chubu Nippon Hoso (CBC),0,2400,Japanese,Mie-Kumano,Japan,smtwtfs,,,0.1,,,Aoki,
720000,AM,Gifu Radio (GBS),0,2400,Japanese,Takayama,Japan,smtwtfs,,JOZO,0.1,,,Aoki,
720000,AM,Gifu Radio (GBS),0,2400,Japanese,Kamioka,Japan,smtwtfs,,,0.1,,,Aoki,
720000,AM,KBC Radio,0,2400,Japanese,Kitakyushu,Japan,smtwtfs,,JOIL,1,,,Aoki,
720000,AM,Radio Romania Actualitati,0,2400,Romanian,Baia Mare/Nufolor/Sinai,Romania,smtwtfs,,RRA,14,,,Aoki,
720000,AM,VOIRI,53,220,Tajik,Tayebad,Iran,smtwtfs,CAs,t,,,Iran,EiBi,
720000,AM,VOIRI,253,620,Dari,Tayebad,Iran,smtwtfs,AFG,t,,,Iran,EiBi,
720000,AM,BBC,300,700,Arabic,Limassol,Cyprus,smtwtfs,ME,0,500,110,UK,BAB,
720000,AM,VOIRI,823,1450,Dari,Tayebad,Iran,smtwtfs,AFG,t,,,Iran,EiBi,
720000,AM,VOIRI,1553,1720,Tajik,Tayebad,Iran,smtwtfs,CAs,t,,,Iran,EiBi,
720000,AM,BBC,1700,2100,Arabic,Limassol,Cyprus,smtwtfs,ME,0,500,110,UK,BAB,
729000,AM,ERA Net,0,2400,Greek,Athinai,Greece,smtwtfs,,ERA,100,,,Aoki,
729000,AM,NHK 1 Nagoya,0,2400,Japanese,Nagoya,Japan,smtwtfs,,JOCK,10,,,Aoki,
729000,AM,V.Vietnam 2,2155,1700,Vietnamese,,Vietnam,smtwtfs,VTN,,,,Vietnam,EiBi,
738000,AM,AWR,0,30,Russian,Moscow,Russ - Eur,smtwtfs,EEu,/RUS-m,,,USA,EiBi,
738000,AM,Kita Nihon Hoso (KNB),0,2400,Japanese,ToyamaTakaoka,Japan,smtwtfs,,,1,,,Aoki,
738000,AM,Kita Nihon Hoso (KNB),0,2400,Japanese,Toyama,Japan,smtwtfs,,JOLR,5,,,Aoki,
738000,AM,R.Nacional,0,2400,Spanish,Palau de Plegamans,Spain,smtwtfs,,RNE1,600,,,Aoki,
738000,AM,R.Slovakia Intl,0,30,Russian,Moskva/Kurkino,Russ - Eur,smtwtfs,,RSI,5,ND,,Aoki,
738000,AM,Ryukyu Hoso (RBC),0,2400,Japanese,Okinawa-Naha,Japan,smtwtfs,,JORR,10,,,Aoki,
738000,AM,World Radio Net.,0,2400,Various,Moskva/Kurkino,Russ - Eur,smtwtfs,,WRN,5,ND,,Aoki,
738000,AM,R.Polonia ,30,100,Russian,Moskva/Kurkino,Russ - Eur,smtwtfs,,PRW,5,ND,,Aoki,
